Treebank,Encoding,Language Model,Finetuned,Pretrained,UAS,LAS,CLAS,MLAS,BLEX,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,30.25,14.25,13.37,1.24,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,52.07,36.44,33.34,3.33,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,31.22,20.42,16.02,1.41,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-c,not_finetuned,pretrained,25.13,13.36,9.99,0.79,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-c,finetuned,pretrained,48.55,36.66,32.82,3.49,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-c,not_finetuned,not_pretrained,34.98,23.5,20.28,1.49,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-c,not_finetuned,pretrained,30.5,17.31,15.01,1.0,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-c,finetuned,pretrained,50.3,39.02,35.16,2.78,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,38.77,24.01,18.51,2.81,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,54.91,42.2,36.61,4.11,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,71.52,61.76,58.47,6.21,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,27.92,15.78,12.3,1.25,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,49.65,36.04,30.62,2.98,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,69.52,58.75,54.52,6.12,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.71,18.11,11.55,0.86,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,47.04,34.42,28.18,2.6,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,68.87,58.64,54.3,6.22,0.0,
UD_Old_East_Slavic-TOROT,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.62,18.14,14.27,1.05,0.0,
UD_Old_East_Slavic-TOROT,relative,bert-base-multilingual-cased,not_finetuned,pretrained,45.53,34.21,28.25,2.39,0.0,
UD_Old_East_Slavic-TOROT,relative,bert-base-multilingual-cased,finetuned,pretrained,67.63,57.97,53.6,5.63,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,39.49,25.73,21.01,2.97,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,xlm-roberta-base,not_finetuned,pretrained,54.31,41.85,36.26,3.9,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,xlm-roberta-base,finetuned,pretrained,81.25,75.63,73.29,7.89,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,29.02,16.45,13.89,1.31,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,46.0,33.65,28.52,2.88,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,80.49,73.82,70.58,7.74,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,30.6,19.34,13.55,1.15,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,45.54,33.75,26.75,2.34,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,xlm-roberta-base,finetuned,pretrained,80.45,73.92,70.59,7.89,0.0,
UD_Old_East_Slavic-TOROT,relative,xlm-roberta-base,not_finetuned,not_pretrained,31.3,20.7,16.41,1.26,0.0,
UD_Old_East_Slavic-TOROT,relative,xlm-roberta-base,not_finetuned,pretrained,44.55,33.6,27.88,2.04,0.0,
UD_Old_East_Slavic-TOROT,relative,xlm-roberta-base,finetuned,pretrained,78.36,72.64,69.06,7.24,0.0,
